compound_id,canonical_smiles,measured_solubility_logs,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,heavy_atom_count,num_aromatic_rings,num_aliphatic_rings,num_heteroatoms,fraction_csp3,molar_refractivity,ro5_violations,ro5_compliant
5-Allyl-5-ethylbarbital,C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.614,196.206,0.3249,75.27,2,3,3,1,14,0,1,5,0.4444,49.2194,0,True
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,-2.67,197.448,3.3524,20.23,1,1,0,1,10,1,0,4,0.0,43.1368,0,True
Anisole,COc1ccccc1,-1.85,108.14,1.6952,9.23,0,1,1,1,8,1,0,1,0.1429,32.994,0,True
chloropropylate,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,339.218,4.1809,46.53,1,3,4,2,22,2,0,5,0.2353,87.1308,0,True
aldosterone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,360.45,1.8457,91.67,2,5,3,4,26,0,4,5,0.7619,94.0726,0,True
Difenoxuron,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,286.331,3.581,50.8,1,3,4,2,21,2,0,5,0.1875,82.2157,0,True
4-Ethyltoluene,CCc1ccc(C)cc1,-3.11,120.195,2.5574,0.0,0,0,1,1,9,1,0,0,0.3333,40.557,0,True
Diisopropylsulfide,CC(C)SC(C)C,-2.24,118.245,2.5364,0.0,0,1,2,0,7,0,0,1,1.0,37.863,0,True
"1,3-Dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29,168.108,1.503,86.28,0,4,2,1,12,1,0,6,0.0,39.7508,0,True
Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,384.487,5.0053,36.92,0,8,12,0,19,0,0,10,1.0,95.123,1,True
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21,198.222,0.4048,75.27,2,3,2,1,14,0,1,5,0.6667,49.2434,0,True
cortisone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.21,402.487,2.5606,97.74,1,6,3,4,29,0,4,6,0.7391,103.6898,0,True
Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,-1.22,171.156,0.092,81.19,1,4,3,1,12,1,0,6,0.5,40.7042,0,True
p-Chloroaniline,Nc1ccc(Cl)cc1,-1.66,127.574,1.9222,26.02,1,1,0,1,8,1,0,2,0.0,35.8644,0,True
"2,2-Dimethylpentanol",CCCC(C)(C)CO,-1.52,116.204,1.805,20.23,1,1,3,0,8,0,0,1,1.0,35.7748,0,True
Furane,c1ccoc1,-0.82,68.075,1.2796,13.14,0,1,0,1,5,1,0,1,0.0,18.708,0,True
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,271.39,1.8622,71.96,2,7,8,1,18,1,0,7,0.7273,75.3494,0,True
Norea,CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.1710000000000003,222.332,2.0823,32.34,1,1,1,3,16,0,3,3,0.9231,63.0517,0,True
t-Butylbenzene ,CC(C)(C)c1ccccc1,-3.66,134.222,2.9841,0.0,0,0,0,1,10,1,0,0,0.4,45.142,0,True
kebuzone,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,322.364,2.9668,57.69,0,3,5,3,24,2,1,5,0.2105,91.261,0,True
prednisolone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,402.487,2.1284,100.9,2,6,3,4,29,0,4,6,0.6957,104.5956,0,True
Methyl propyl ether ,CCCOC,-0.39,74.123,1.0428,9.23,0,1,2,0,5,0,0,1,1.0,22.167,0,True
Isopropyl acetate,CC(=O)OC(C)C,-0.55,102.133,0.9579,26.3,0,2,1,0,7,0,0,2,0.8,26.902,0,True
Bromobenzene,Brc1ccccc1,-2.55,157.01,2.4491,0.0,0,0,0,1,7,1,0,1,0.0,34.142,0,True
Ethyl-p-hydroxybenzoate ,CCOC(=O)c1ccc(O)cc1,-2.35,166.176,1.5689,46.53,1,3,2,1,12,1,0,3,0.2222,44.0633,0,True
3-Butanoyloxymethylphenytoin,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.071000000000001,352.39,2.7828,75.71,1,4,6,3,26,2,1,6,0.25,94.9087,0,True
testosterone propionate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,344.495,4.8401,43.37,0,3,2,4,25,0,4,3,0.8182,96.881,0,True
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-9.332,300.36,6.9192,0.0,0,0,0,7,24,7,0,0,0.0,105.036,1,True
allopurinol,O=c1[nH]cnc2[nH]ncc12,-2.266,136.114,-0.3538,74.43,2,3,0,2,10,2,0,5,0.0,34.5094,0,True
Chloroethylene,C=CCl,-1.75,62.499,1.3687,0.0,0,0,0,0,3,0,0,1,0.0,16.05,0,True
diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,239.318,2.9067,20.31,0,1,3,2,18,2,0,2,0.1875,73.421,0,True
Tetrabromomethane,BrC(Br)(Br)Br,-3.14,331.627,3.1773,0.0,0,0,0,0,5,0,0,4,1.0,38.439,0,True
RTI 22,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,-4.871,296.374,3.1797,48.47,1,4,2,3,22,2,1,5,0.2941,90.3762,0,True
phthalimide,O=C1NC(=O)c2ccccc21,-2.61,147.133,0.5702,46.17,1,2,0,2,11,1,1,3,0.0,38.2387,0,True
Fenarimol,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,331.202,4.0676,46.01,1,3,3,3,22,3,0,5,0.0588,87.0368,0,True
Methyl benzoate ,COC(=O)c1ccccc1,-1.85,136.15,1.4732,26.3,0,2,1,1,10,1,0,2,0.125,37.7815,0,True
1-methyluracil,Cn1ccc(=O)[nH]c1=O,-0.807,126.115,-0.9264,54.86,1,2,0,1,9,1,0,4,0.2,32.3037,0,True
oxyphenbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,324.38,3.4934,60.85,1,3,5,3,24,2,1,5,0.2632,92.5358,0,True
"2,2',3,5'-PCB",Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,291.992,5.9672,0.0,0,0,1,2,16,2,0,4,0.0,71.918,1,True
Quinethazone,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,289.744,0.8788,101.29,3,4,2,2,18,1,1,8,0.3,67.9931,0,True
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,233.098,3.0869,32.34,1,1,1,1,14,1,0,5,0.2222,59.1677,0,True
Cyclopentene ,C1=CCCC1,-2.1,68.119,1.7265,0.0,0,0,0,1,5,0,1,0,0.6,22.991,0,True
alloxantin,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99,286.156,-4.8194,191.0,6,8,1,2,20,0,2,12,0.25,53.2624,1,True
Nonane,CCCCCCCCC,-5.88,128.259,3.7569,0.0,0,0,6,0,9,0,0,0,1.0,43.667,0,True
2-Chlorophenol,Oc1ccccc1Cl,-1.06,128.558,2.0456,20.23,1,1,0,1,8,1,0,2,0.0,33.1168,0,True
5-Methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,-6.59,242.321,5.4546,0.0,0,0,0,4,19,4,0,0,0.0526,83.697,1,True
Phenetole,CCOc1ccccc1,-2.33,122.167,2.0853,9.23,0,1,2,1,9,1,0,1,0.25,37.611,0,True
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,-3.0,176.215,2.2629,26.3,0,2,3,1,13,1,0,2,0.1818,52.109,0,True
Terbacil,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.484,216.668,1.2534,54.86,1,2,0,1,14,1,0,5,0.5556,56.0657,0,True
Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,-3.499,315.716,3.0377,84.6,1,4,2,3,22,2,1,7,0.0667,83.6841,0,True
p-Toluenesulfonamide ,Cc1ccc(S(N)(=O)=O)cc1,-1.74,171.221,0.6424,60.16,1,2,1,1,11,1,0,4,0.1429,42.5522,0,True
Chlorbufam,C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.617,223.659,2.9102,38.33,1,2,2,1,15,1,0,4,0.1818,59.8507,0,True
2-Methylheptane,CCCCCC(C)C,-5.08,114.232,3.2227,0.0,0,0,4,0,8,0,0,0,1.0,38.98,0,True
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.176,449.856,6.544,59.32,0,4,6,3,31,2,1,8,0.3043,108.156,1,True
Apazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.5380000000000003,300.362,2.0642,56.22,0,4,2,3,22,1,2,6,0.4375,84.691,0,True
Diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.754,284.746,3.1538,32.67,0,2,1,3,20,2,1,4,0.125,81.81,0,True
2-Methyl-3-pentanol,CCC(O)C(C)C,-0.7,102.177,1.4133,20.23,1,1,2,0,7,0,0,1,1.0,31.1358,0,True
fensulfothion,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.3,308.361,3.1003,44.76,0,5,7,1,18,1,0,7,0.4545,76.9394,0,True
borneol,CC1(C)C2CCC1(C)C(O)C2,-2.32,154.253,2.1935,20.23,1,1,0,2,11,0,2,1,1.0,45.2358,0,True
Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,288.431,3.8792,37.3,1,2,0,4,21,0,4,2,0.8421,82.7168,0,True
Heptane,CCCCCCC,-4.53,100.205,2.9767,0.0,0,0,4,0,7,0,0,0,1.0,34.433,0,True
1-Napthol,Oc1cccc2ccccc12,-2.22,144.173,2.5454,20.23,1,1,0,2,11,2,0,1,0.0,45.6128,0,True
"cis-1,2-Dimethylcyclohexane",CC1CCCCC1C,-4.3,112.216,2.8326,0.0,0,0,0,1,8,0,1,0,1.0,36.796,0,True
Trimazosin,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,-3.638,435.481,1.2673,132.5,2,10,6,3,31,2,1,11,0.55,115.0382,0,True
Cholanthrene,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85,254.332,5.2448,0.0,0,0,0,5,20,4,1,0,0.1,86.368,1,True
Medrogestone,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,340.507,5.2797,34.14,0,2,1,4,25,0,4,2,0.7391,100.021,1,True
2-Heptanone,CCCCCC(C)=O,-1.45,114.188,2.1557,17.07,0,1,4,0,8,0,0,1,0.8571,34.823,0,True
Acephate,COP(=O)(NC(C)=O)SC,0.54,183.169,1.24,55.4,1,4,3,0,10,0,0,6,0.75,41.9472,0,True
DEF,CCCCSP(=O)(SCCCC)SCCCC,-5.14,314.522,6.6944,17.07,0,4,12,0,17,0,0,5,1.0,89.7045,1,True
phthalamide,O=C1NC(=O)C2C=CC=CC12,-2.932,149.149,0.0012,46.17,1,2,0,2,11,0,2,3,0.25,38.4097,0,True
Trichlomethiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68,380.662,0.821,118.36,3,5,2,2,20,1,1,12,0.25,76.0514,0,True
2-Methy-2-Butene,CC=C(C)C,-2.56,70.135,1.9725,0.0,0,0,0,0,5,0,0,0,0.6,25.105,0,True
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,-3.31,120.195,2.6119,0.0,0,0,0,1,9,1,0,0,0.3333,40.653,0,True
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,-2.21,197.448,3.3524,20.23,1,1,0,1,10,1,0,4,0.0,43.1368,0,True
phenanthridine,c1ccc2c(c1)cnc1ccccc12,-2.78,179.222,3.388,12.89,0,1,0,3,14,3,0,1,0.0,59.249,0,True
3-Methyl-3-hexanol,CCCC(C)(O)CC,-0.98,116.204,1.9475,20.23,1,1,3,0,8,0,0,1,1.0,35.8228,0,True
Octane,CCCCCCCC,-5.24,114.232,3.3668,0.0,0,0,5,0,8,0,0,0,1.0,39.05,0,True
Anthracene,c1ccc2cc3ccccc3cc2c1,-6.35,178.234,3.993,0.0,0,0,0,3,14,3,0,0,0.0,61.454,0,True
Phenylhydrazine,NNc1ccccc1,0.07,108.144,0.9722,38.05,2,2,1,1,8,1,0,2,0.0,34.2521,0,True
Propionaldehyde,CCC=O,0.58,58.08,0.5953,17.07,0,1,1,0,4,0,0,1,0.6667,16.355,0,True
Cyclooctane,C1CCCCCCC1,-4.15,112.216,3.1208,0.0,0,0,0,1,8,0,1,0,1.0,36.936,0,True
"5,5-Diallylbarbital",C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.077,208.217,0.491,75.27,2,3,4,1,15,0,1,5,0.3,53.7424,0,True
Trichloromethane,ClC(Cl)Cl,-1.17,119.378,1.9864,0.0,0,0,0,0,4,0,0,3,1.0,21.347,0,True
thiouracil,O=c1ccnc(S)[nH]1,-2.273,128.156,0.0586,45.75,2,3,0,1,8,1,0,4,0.0,32.1097,0,True
Pencycuron,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,-5.915,328.843,5.3167,32.34,1,1,4,3,23,2,1,4,0.3158,94.7117,1,True
1-Methylcyclohexene ,CC1=CCCCC1,-3.27,96.173,2.5067,0.0,0,0,0,1,7,0,1,0,0.7143,32.225,0,True
2-Ethylhexanal,CCCCC(C=O)CC,-2.13,128.215,2.4017,17.07,0,1,5,0,9,0,0,1,0.875,39.37,0,True
Khellin,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-3.0210000000000004,260.245,2.8648,61.81,0,5,2,3,19,3,0,5,0.2143,70.097,0,True
5-Ethyl-5-(3-methylbutyl)barbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.658,226.276,1.185,75.27,2,3,4,1,16,0,1,5,0.7273,58.4774,0,True
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0,252.316,5.6404,0.0,0,0,0,5,20,4,1,0,0.0,85.884,1,True
2-Ethylbutanal,CCC(C=O)CC,-1.52,100.161,1.6215,17.07,0,1,3,0,7,0,0,1,0.8333,30.136,0,True
Dipropyl ether,CCCOCCC,-1.62,102.177,1.823,9.23,0,1,4,0,7,0,0,1,1.0,31.401,0,True
1-Tetradecanol,CCCCCCCCCCCCCCO,-5.84,214.393,4.6798,20.23,1,1,12,0,15,0,0,1,1.0,68.1638,0,True
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,-2.64,197.448,3.3524,20.23,1,1,0,1,10,1,0,4,0.0,43.1368,0,True
Urea,NC(N)=O,0.96,60.056,-0.9762,69.11,2,1,0,0,4,0,0,3,0.0,13.7708,0,True
1-Pentyne,C#CCCC,-1.64,68.119,1.4197,0.0,0,0,1,0,5,0,0,0,0.6,23.741,0,True
"1,3-Dibromobenzene",Brc1cccc(Br)c1,-3.54,235.906,3.2116,0.0,0,0,0,1,8,1,0,2,0.0,41.842,0,True
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,-8.4,270.501,6.2402,20.23,1,1,16,0,19,0,0,1,1.0,86.6318,1,True
Acetanilide,CC(=O)Nc1ccccc1,-1.33,135.166,1.645,29.1,1,1,1,1,10,1,0,2,0.125,40.7457,0,True
hematein,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7,300.266,1.3296,107.22,4,6,0,4,22,1,3,6,0.1875,75.5552,0,True
Isonazid,NNC(=O)c1ccncc1,0.009,137.142,-0.3149,68.01,2,3,1,1,10,1,0,4,0.0,35.8906,0,True
hydroxychlordene,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46,354.875,3.995,20.23,1,1,0,3,17,0,3,7,0.6,72.4638,0,True
Isopentyl formate,CC(C)CCOC=O,-1.52,116.16,1.2055,26.3,0,2,4,0,8,0,0,2,0.8333,31.471,0,True
Acetophenone,CC(=O)c1ccccc1,-1.28,120.151,1.8892,17.07,0,1,1,1,9,1,0,1,0.125,36.4465,0,True
biquinoline,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,256.308,4.45,25.78,0,2,1,4,20,4,0,2,0.0,82.48,0,True
Triethyl phosphate,CCOP(=O)(OCC)OCC,0.43,182.156,2.204,44.76,0,4,6,0,11,0,0,5,1.0,42.4845,0,True
D-fenchone,CC12CCC(C1)C(C)(C)C2=O,-1.85,152.237,2.4017,17.07,0,1,0,2,11,0,2,1,0.9,44.236,0,True
7-methoxypteridine,COc1cnc2cncnc2n1,-0.91,162.152,0.4284,60.79,0,5,1,2,12,2,0,5,0.1429,41.68,0,True
Chlordene,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,338.876,5.0242,0.0,0,0,0,3,16,0,3,6,0.6,71.074,1,True
2-Nitropropane,CC(C)[N+](=O)[O-],-0.62,89.094,0.6715,43.14,0,2,1,0,6,0,0,3,1.0,22.1304,0,True
Carbazole,c1ccc2c(c1)[nH]c1ccccc12,-5.27,167.211,3.3211,15.79,1,0,0,3,13,3,0,1,0.0,55.8047,0,True
Erythritol,OCC(O)C(O)CO,0.7,122.12,-2.3072,80.92,4,4,3,0,8,0,0,4,1.0,26.1852,0,True
Risocaine,CCCOC(=O)c1ccc(N)cc1,-2.452,179.219,1.8356,52.32,1,3,3,1,13,1,0,3,0.3,51.4279,0,True
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,223.165,1.0537,73.86,1,5,5,0,14,0,0,7,0.5714,50.5332,0,True
Succinimide,O=C1CCC(=O)N1,0.3,99.089,-0.577,46.17,1,2,0,1,7,0,1,3,0.5,22.3837,0,True
"2,3-Dimethylpentane",CCC(C)C(C)C,-4.28,100.205,2.6885,0.0,0,0,2,0,7,0,0,0,1.0,34.293,0,True
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,316.427,1.7446,84.42,1,6,8,1,21,1,0,8,0.6923,82.7795,0,True
RTI 16,CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.634,270.361,2.7599,32.26,0,4,1,3,19,2,1,5,0.2143,81.257,0,True
RTI 9,CCN1C(=O)c2ccccc2Oc2ccccc21,-3.68,239.274,3.459,29.54,0,2,1,3,18,2,1,3,0.1333,70.3085,0,True
Tetrahydropyran ,C1CCOCC1,-0.03,86.134,1.1869,9.23,0,1,0,1,6,0,1,1,1.0,24.67,0,True
1-Heptyne,C#CCCCCC,-3.01,96.173,2.1999,0.0,0,0,3,0,7,0,0,0,0.7143,32.975,0,True
osthole,COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.314,244.29,3.3103,39.44,0,3,3,2,18,2,0,3,0.2667,72.171,0,True
3-Methylcholanthrene,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,-7.92,268.359,5.5532,0.0,0,0,0,5,21,4,1,0,0.1429,91.105,1,True
Ethyl benzoate ,CCOC(=O)c1ccccc1,-2.32,150.177,1.8633,26.3,0,2,2,1,11,1,0,2,0.2222,42.3985,0,True
1-Chloro-2-methylpropane,CC(C)CCl,-2.0,92.569,1.8812,0.0,0,0,1,0,5,0,0,1,1.0,25.558,0,True
Ethinyl estradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,296.41,3.6126,40.46,2,2,0,4,22,1,3,2,0.6,86.5066,0,True
methyl laurate,CCCCCCCCCCCC(=O)OC,-4.69,214.349,4.0803,26.3,0,2,10,0,15,0,0,2,0.9231,63.86,0,True
Di-n-propylsulfide,CCCSCCC,-2.58,118.245,2.5396,0.0,0,1,4,0,7,0,0,1,1.0,37.907,0,True
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,228.294,5.1462,0.0,0,0,0,4,18,4,0,0,0.0,78.96,1,True
1-Bromopentane,CCCCCBr,-3.08,151.047,2.5715,0.0,0,0,3,0,6,0,0,1,1.0,33.319,0,True
trans-2-Heptene ,C/C=C/CCCC,-3.82,98.189,2.7527,0.0,0,0,3,0,7,0,0,0,0.7143,34.339,0,True
Metranidazole,Cc1ncc([N+](=O)[O-])n1CCO,-1.26,171.156,0.092,81.19,1,4,3,1,12,1,0,6,0.5,40.7042,0,True
Pentylcyclopentane,CCCCCC1CCCC1,-6.08,140.27,3.7569,0.0,0,0,4,1,10,0,1,0,1.0,46.1,0,True
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
5-Ethyl-5-isopropylbarbituric acid,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.148,198.222,0.4048,75.27,2,3,2,1,14,0,1,5,0.6667,49.2434,0,True
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,-2.0,133.405,2.3765,0.0,0,0,0,0,5,0,0,3,1.0,25.964,0,True
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,214.652,2.3651,41.57,1,2,2,1,14,1,0,5,0.2222,55.2427,0,True
Cyclohexyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCC2)C(=O)N1,-3.06,196.206,0.3029,75.27,2,3,0,2,14,0,2,5,0.6667,47.1994,0,True
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,211.261,1.9576,46.61,0,3,1,1,15,0,1,4,0.6364,56.273,0,True
4-Bromotoluene,Cc1ccc(Br)cc1,-3.19,171.037,2.7575,0.0,0,0,0,1,8,1,0,1,0.1429,38.879,0,True
Diethyl ether ,CCOCC,-0.09,74.123,1.0428,9.23,0,1,2,0,5,0,0,1,1.0,22.167,0,True
Rovral,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,330.171,2.88,69.72,1,3,2,2,21,1,1,8,0.3077,79.7177,0,True
Benfluralin,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,335.282,4.1482,89.52,0,5,7,1,23,1,0,10,0.5385,77.5478,0,True
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,-2.05,136.194,2.3175,20.23,1,1,0,1,10,1,0,1,0.3333,42.3178,0,True
Benzene ,c1ccccc1,-1.64,78.114,1.6866,0.0,0,0,0,1,6,1,0,0,0.0,26.442,0,True
p-Chloroiodobenzene,Clc1ccc(I)cc1,-4.03,238.455,2.9446,0.0,0,0,0,1,8,1,0,2,0.0,44.169,0,True
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,228.679,2.4421,41.57,1,2,2,1,15,1,0,5,0.3,60.7097,0,True
propachlor,CC(C)N(C(=O)CCl)c1ccccc1,-2.48,211.692,2.6668,20.31,0,1,3,1,14,1,0,3,0.3636,59.784,0,True
Styrene,C=Cc1ccccc1,-2.82,104.152,2.3296,0.0,0,0,1,1,8,1,0,0,0.0,36.533,0,True
Dimethoxymethane,COCOC,0.48,76.095,0.2367,18.46,0,2,2,0,5,0,0,2,1.0,18.885,0,True
o-Xylene ,Cc1ccccc1C,-2.8,106.168,2.3034,0.0,0,0,0,1,8,1,0,0,0.25,35.916,0,True
Butan-2-ol,CCC(C)O,0.47,74.123,0.7772,20.23,1,1,1,0,5,0,0,1,1.0,21.9718,0,True
"1,4-Benzenediol",Oc1ccc(O)cc1,-0.17,110.112,1.0978,40.46,2,2,0,1,8,1,0,2,0.0,29.7716,0,True
estriol,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,288.387,2.58,60.69,3,3,0,4,21,1,3,3,0.6667,80.1204,0,True
Benzo(b)fluorene,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04,216.283,4.411,0.0,0,0,0,4,17,3,1,0,0.0588,72.19,0,True
hydantoin,O=C1CNC(=O)N1,-0.4,100.077,-1.1742,58.2,2,2,0,1,7,0,1,4,0.3333,21.5414,0,True
4-hexylresorcinol,CCCCCCc1ccc(O)cc1O,-2.59,194.274,3.2206,40.46,2,2,5,1,14,1,0,2,0.5,57.6176,0,True
allicin,C=CCSS(=O)CC=C,-0.83,162.279,1.7553,17.07,0,2,5,0,9,0,0,3,0.3333,45.8614,0,True
Coumaphos,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.382000000000001,362.771,4.4311,57.9,0,6,6,2,22,2,0,8,0.3571,90.396,0,True
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c2ccccc12,-7.01,256.348,5.763,0.0,0,0,0,4,20,4,0,0,0.1,88.434,1,True
Betamethasone-17-valerate,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,476.585,3.6368,100.9,2,6,6,4,34,0,4,7,0.7407,123.3426,0,True
uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-3.93,168.112,-1.7672,114.37,4,3,0,2,12,2,0,7,0.0,40.1608,0,True
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,231.893,4.0058,20.23,1,1,0,1,11,1,0,5,0.0,48.1468,0,True
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,-3.04,147.004,2.9934,0.0,0,0,0,1,8,1,0,2,0.0,36.462,0,True
DDT,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.15,354.491,6.4955,0.0,0,0,2,2,19,2,0,5,0.1429,85.037,1,True
Isobutyl formate,CC(C)COC=O,-1.01,102.133,0.8154,26.3,0,2,3,0,7,0,0,2,0.8,26.854,0,True
thioanisole,CSc1ccccc1,-2.39,124.208,2.4085,0.0,0,1,1,1,8,1,0,1,0.1429,38.223,0,True
RTI 13,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.207,322.29,3.5275,58.12,1,4,1,3,23,2,1,8,0.2667,78.8462,0,True
Hexane ,CCCCCC,-3.84,86.178,2.5866,0.0,0,0,3,0,6,0,0,0,1.0,29.816,0,True
methyl nicotinate,COC(=O)c1cccnc1,-0.46,137.138,0.8682,39.19,0,3,1,1,10,1,0,3,0.1429,35.5765,0,True
Bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59,421.422,1.6254,118.36,3,5,3,3,27,2,1,12,0.2,90.6954,0,True
"2,3,3',4,4',5-PCB",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
Vinclozolin,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.925,286.114,3.4213,46.61,0,3,2,2,18,1,1,6,0.1667,69.031,0,True
