compound_id,canonical_smiles,heavy_atom_count,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,polarizability_bohr3,heat_capacity_cv
QM9_00259,O=C1C2CCOC1CO2,9,-6.313,-0.8299,5.4858,2.1562,67.21,27.659
QM9_00260,Cc1ncoc1N=CN,9,-5.2409,-0.3864,4.8545,4.4417,83.82,31.262
QM9_00261,N=C1C=C(CO)C(=O)N1,9,-7.1865,-1.9565,5.23,0.8731,73.56,30.351
QM9_00262,CC1(C)C2OC(=O)C21C,9,-7.2654,0.1442,7.4069,4.3539,75.88,34.58
QM9_00263,COc1nc(O)[nH]c1C,9,-4.7239,1.5211,6.2477,1.3243,73.08,33.374
QM9_00264,CC(CO)C1C(C)N1C,9,-5.7743,1.9864,7.7607,0.6203,85.92,40.73
QM9_00265,C1CC12C1C3OC1C32,8,-6.2886,2.3756,8.6641,1.8417,68.44,24.866
QM9_00266,CCC(O)C(O)CC,8,-6.7784,1.8504,8.6287,0.0014,74.83,38.059
QM9_00267,CC1(C(N)=O)CC1C#N,9,-7.2301,-0.0816,7.1457,4.7704,74.45,34.168
QM9_00268,N#CC1C=C2CC3C2C13,9,-6.3593,-1.5429,4.8164,3.9854,79.46,27.178
QM9_00269,C#CCC1(OC)COC1,9,-6.7756,1.1456,7.9212,2.0279,76.66,34.911
QM9_00270,CC1C(O)C1(C)CCO,9,-6.5198,1.8204,8.343,2.0874,82.36,40.773
QM9_00271,Oc1cn2ncoc2n1,9,-5.7362,-0.5442,5.1919,1.6274,62.09,24.237
QM9_00272,c1n[nH]cc1C1CN1,8,-6.1307,0.6803,6.8083,3.5719,67.35,24.854
QM9_00273,CC1C2COC(=O)C12N,9,-6.6586,0.2667,6.9253,3.2381,71.42,31.961
QM9_00274,N#CC1=CC2C3OC2C13,9,-6.9607,-1.7987,5.1593,3.2958,73.5,25.396
QM9_00275,CC(C)(C#N)COC=N,9,-7.5593,0.1823,7.7416,1.8912,78.99,36.412
QM9_00276,c1nc2[nH]nnn2n1,8,-7.4586,-1.3769,6.0817,3.0172,52.99,18.544
QM9_00277,CCN=C1OCC2NC12,9,-6.4382,0.5197,6.958,3.3392,80.53,31.464
QM9_00278,C#CC1C=C(C=O)CO1,9,-7.1267,-1.9647,5.162,2.8574,76.7,30.097
QM9_00279,CCC1(C)C2CCC21C,9,-6.4382,2.3211,8.7593,0.2166,93.06,39.224
QM9_00280,CC#CC(C)COC,8,-6.6151,1.7034,8.3185,1.1243,81.4,35.579
QM9_00281,CC1=CCC2(C1)CC2O,9,-6.0545,1.0259,7.0804,1.2917,85.44,34.969
QM9_00282,Cc1cc(C)c(C=O)o1,9,-6.2804,-1.3143,4.9661,4.56,82.91,31.961
QM9_00283,C#CC1(C(C)OC)CO1,9,-6.9688,0.6667,7.6328,1.5877,78.09,36.664
QM9_00284,CC(C#N)C(=O)C(=N)N,9,-7.279,-2.0545,5.2246,5.9707,71.88,34.257
QM9_00285,c1cc(C2CC2)[nH]n1,8,-6.0464,0.6313,6.6804,2.8828,71.43,25.869
QM9_00286,N=C1OC2CC=CC12O,9,-7.0314,-0.2177,6.8137,1.9108,71.09,29.272
QM9_00287,C#Cc1cnncn1,8,-6.7049,-2.498,4.2069,3.0543,68.23,22.691
QM9_00288,CCC(=O)NC(=N)C=O,9,-7.2029,-2.2313,4.9715,3.5082,73.79,33.553
QM9_00289,O=C1Cc2nc[nH]c2N1,9,-5.377,0.1252,5.5021,4.7735,68.77,26.659
QM9_00290,CCC#CC(O)C(C)=O,9,-6.7267,-0.8027,5.9239,3.3017,81.81,37.342
QM9_00291,C#CCNC(=O)C#C,8,-7.1185,-0.8544,6.2641,3.4311,68.81,30.004
QM9_00292,Cc1cccc(F)c1F,9,-6.5688,-0.2095,6.3593,2.1037,71.64,29.09
QM9_00293,CNc1nc(O)co1,8,-5.1049,1.0558,6.1607,2.5641,60.82,27.502
QM9_00294,O=CNC1(CO)CC1,8,-6.8382,0.585,7.4205,2.8727,64.88,31.143
QM9_00295,CCn1nncc1O,8,-6.3158,0.4191,6.7348,4.5833,62.93,27.407
QM9_00296,Cc1cc(=N)nc(O)o1,9,-6.3022,-0.5497,5.7552,2.9294,73.19,29.219
QM9_00297,CCC(O)C1COCO1,9,-6.9525,2.0898,9.0423,0.7647,74.56,34.558
QM9_00298,CC1=CCC2CCC12O,9,-6.3593,0.732,7.0913,1.3333,83.61,34.318
QM9_00299,C1=CC2CCCCC2C1,9,-6.3375,0.7429,7.0804,0.2312,90.24,31.804
QM9_00300,CC1=CC2OCC2C1=O,9,-6.6505,-1.4204,5.23,1.8338,74.87,29.269
QM9_00301,N#CC1=CC2CC2CC1,9,-6.6423,-1.0068,5.6355,5.0867,85.36,29.709
QM9_00302,O=C1C2CCN3C1CC23,9,-5.9185,-0.3102,5.6083,2.2539,74.25,26.72
QM9_00303,N=C1CN=CN1,6,-6.3212,-0.1333,6.1906,3.4388,48.64,18.459
QM9_00304,CC#CC(CO)C1CC1,9,-6.5498,1.5891,8.1389,1.7934,87.99,37.634
QM9_00305,CC1(C2CN2)OC1C=O,9,-6.9117,-1.317,5.5947,1.8789,74.0,32.689
QM9_00306,Cc1onnc(=N)c1N,9,-5.7715,-1.8585,3.913,3.5609,77.76,31.125
QM9_00307,OC12CC3C4C(OC31)C42,9,-6.3348,1.9647,8.2995,1.7483,68.83,26.602
QM9_00308,C#Cc1nc(N)co1,8,-5.6273,-0.9034,4.7212,1.7698,69.16,26.116
QM9_00309,O=C1CC(CO)N=CO1,9,-7.3389,-1.0123,6.3266,1.343,66.86,29.405
QM9_00310,CC(=O)C1(OC=N)CC1,9,-6.7892,-0.6912,6.0981,1.644,75.02,34.18
QM9_00311,C#CC1=CC2CC3C1C23,9,-5.8341,-0.5279,5.3035,1.1005,87.09,28.919
QM9_00312,Nc1cc(O)cc(F)c1,9,-5.5892,0.4844,6.0736,1.4409,73.09,30.793
QM9_00313,COc1coc(N)c1N,9,-4.7865,1.3742,6.1607,1.3996,72.76,33.88
QM9_00314,CC1C=Cc2[nH]ccc21,9,-4.7865,0.049,4.8355,1.5015,86.41,29.936
QM9_00315,C#CCC(=O)OC=N,8,-7.5267,-0.7864,6.743,0.3969,63.28,28.495
QM9_00316,O=CC12OC1C=CC2=O,9,-6.909,-2.4055,4.5008,4.7542,64.77,26.804
QM9_00317,CN1CCC(C)(O)C1=O,9,-6.6994,0.7456,7.445,3.5153,76.05,35.111
QM9_00318,OC1CCC1C1CC1O,9,-6.6777,1.9647,8.6423,2.0578,78.72,35.42
QM9_00319,CC(=NO)C1(C)CCO1,9,-6.6205,0.2776,6.9008,1.1381,78.2,36.43
QM9_00320,C#CC12CC3C(C1O)N32,9,-6.8137,0.351,7.1648,1.5621,75.41,30.098
QM9_00321,CC1(C#N)OC1CO,8,-7.7525,0.0082,7.7607,3.5172,62.71,30.092
QM9_00322,O=CC(O)c1cn[nH]c1,9,-6.6858,-1.083,5.6028,4.0041,67.94,28.829
QM9_00323,CC1(c2ncc[nH]2)CO1,9,-5.9593,0.6204,6.577,2.0392,74.72,30.081
QM9_00324,N#CCNc1nnon1,9,-7.5185,-2.0708,5.4477,1.2334,61.77,26.374
QM9_00325,CC12OCC(CO1)C2=O,9,-6.3647,-0.7456,5.6192,2.2238,67.39,29.359
QM9_00326,CN=c1cccn[nH]1,8,-5.6083,-1.4286,4.1797,1.4358,74.45,26.136
QM9_00327,COCc1cc[nH]n1,8,-6.5579,0.6694,7.2273,1.4335,67.62,27.284
QM9_00328,OC12C3CC(C31)C21CO1,9,-6.3675,2.0109,8.3784,0.9487,71.44,29.335
QM9_00329,C#CC(O)CC(=O)CC,9,-6.6287,-0.4136,6.2151,3.3958,79.0,37.8
QM9_00330,N=C1NC2C(O)C2C1=O,9,-6.343,-1.5538,4.7892,5.3526,67.85,29.147
QM9_00331,CN=C1CCC(C)O1,8,-6.4818,0.9823,7.4641,2.7892,74.52,30.732
QM9_00332,OCC1(C2CN2)CC1O,9,-6.5715,1.6218,8.1933,1.9408,74.73,34.92
QM9_00333,CC12C=CCC(OC1)O2,9,-6.5715,0.3782,6.9498,1.3158,75.34,30.114
QM9_00334,CC1C(C)C12COC2=N,9,-6.8328,0.7946,7.6274,2.8568,81.64,34.357
QM9_00335,N#Cc1ccc(=N)oc1,9,-6.5688,-2.1062,4.4599,1.7665,78.4,26.693
QM9_00336,CCOC1CCOC1=O,9,-6.7049,0.0707,6.7756,3.3797,72.37,32.292
QM9_00337,CCOCC(C#N)OC,9,-7.3144,0.4544,7.7661,3.5033,77.53,36.79
QM9_00338,COc1n[nH]c(C)c1C,9,-5.5892,0.9959,6.5824,1.9584,80.02,34.931
QM9_00339,CC[NH2+]C(CO)C(=O)[O-],9,-6.7702,0.3401,7.1131,4.1044,72.0,35.847
QM9_00340,CCCCC12CC1CO2,9,-6.2096,2.2313,8.4383,1.5002,87.08,35.965
QM9_00341,CC1CC2C(O)COC12,9,-6.5171,2.0272,8.5444,1.5424,77.56,33.262
QM9_00342,CN1CC1C1(CO)CC1,9,-6.0518,1.747,7.7988,1.3367,82.16,36.844
QM9_00343,CC#CC12OC1C1OC12,9,-6.3729,0.2122,6.5852,3.6133,76.5,29.842
QM9_00344,Cc1cnoc1CO,8,-6.7484,-0.3619,6.3838,2.1127,63.47,27.571
QM9_00345,CC12C=CC3C(C1=O)N32,9,-6.06,-0.9089,5.1511,2.5839,72.63,28.379
QM9_00346,C#Cc1nc[nH]c1O,8,-5.4967,0.4952,5.9919,3.3737,65.58,26.277
QM9_00347,CCC(=O)NC(N)=O,8,-6.694,-0.0707,6.6233,5.9312,63.48,31.609
QM9_00348,CCC1C2C3CC3(C)C12,9,-6.8518,2.596,9.4478,0.1742,89.87,35.496
QM9_00349,N#CC1C2CCC1N2,8,-6.8845,0.4898,7.3743,3.0246,67.95,24.918
QM9_00350,CC12C=CCC1(CO)C2,9,-6.0654,0.6803,6.743,1.3975,83.9,34.991
QM9_00351,COC1CCC=CCC1,9,-6.479,0.5878,7.0668,1.0567,87.7,35.376
QM9_00352,C#CCc1ncnn1C,9,-6.958,0.1388,7.0967,2.9876,75.55,30.49
QM9_00353,C#CCC1(C)OCC1O,9,-6.6287,1.3007,7.9294,2.6955,77.34,36.418
QM9_00354,O=CC1N2CCC1(O)C2,9,-6.4437,-0.8816,5.562,3.3222,71.51,30.794
QM9_00355,N=c1cnc(N)c(O)o1,9,-5.0532,-1.5864,3.4667,3.316,74.9,30.375
QM9_00356,N#CC12CC3CN1C3C2,9,-6.8926,0.2585,7.1512,5.0072,76.39,26.912
QM9_00357,CC1C(=O)NC12COC2,9,-6.8137,0.732,7.5457,1.7192,72.43,31.729
QM9_00358,Cc1nonc1OC=O,9,-8.0954,-1.6028,6.4926,2.1522,62.25,27.611
QM9_00359,O=c1ccc(CO)c[nH]1,9,-5.6654,-0.9007,4.762,5.2003,76.55,29.935
QM9_00360,CC(C#N)(C=O)N1CC1,9,-6.6668,-1.5483,5.1185,2.9882,73.71,33.518
QM9_00361,CC1COC2CC2CO1,9,-6.2205,2.2531,8.4736,0.3238,78.47,32.879
QM9_00362,CC(=O)NC(=O)C1CC1,9,-6.5634,-0.5524,6.0137,5.7463,76.32,33.591
QM9_00363,C#Cc1cccc(C)n1,9,-6.4954,-1.083,5.4096,1.9149,89.94,30.512
QM9_00364,N#CC1CC(OC=O)C1,9,-7.9185,-0.1361,7.7825,1.5785,71.81,30.114
QM9_00365,O=C1CC(CO)=CC1O,9,-6.8845,-0.8408,6.0436,1.7444,70.85,32.581
QM9_00366,C#CC1N=COC2CC12,9,-6.9389,0.4354,7.3743,2.1994,74.22,29.241
QM9_00367,OC1C2C=CC3C2C13O,9,-5.8804,0.0735,5.9566,1.5777,71.29,29.986
QM9_00368,CC(O)C1(CO)COC1,9,-6.6396,1.5456,8.1852,2.8182,73.8,37.232
QM9_00369,Oc1n[nH]c2c1OCO2,9,-5.4096,0.9197,6.3266,2.1013,59.95,26.579
QM9_00370,CC1(O)C(N)C1(N)C#N,9,-6.1334,0.7401,6.8736,4.3711,73.98,37.604
QM9_00371,CCc1ncncc1C,9,-6.6069,-0.8762,5.7334,2.7829,84.05,31.869
QM9_00372,C#CCN1C2C3CC3C21,9,-5.9402,1.3116,7.2546,1.5574,82.26,31.792
QM9_00373,Cn1ccc(N)c1C#N,9,-5.4287,-0.2204,5.2083,4.3231,81.85,31.816
QM9_00374,C#Cc1c(O)n[nH]c1N,9,-5.5266,0.5306,6.0573,3.2788,74.03,32.18
QM9_00375,N=C1OCC=CNC1=O,9,-6.362,-1.3551,5.0069,4.9209,70.92,28.548
QM9_00376,CC1C2C3N1C2C31CO1,9,-6.3185,2.0218,8.3403,3.269,77.34,29.417
QM9_00377,CC#Cc1ncon1,8,-7.0668,-1.1456,5.9212,1.4887,67.7,24.26
QM9_00378,OC12C=CC3C(CC1)C32,9,-6.2096,0.3646,6.5743,1.2877,77.94,30.014
QM9_00379,N=C1OC23CNC2C1C3,9,-6.4573,0.5606,7.0151,2.5715,74.5,27.6
QM9_00380,CC(=O)C1CN1CC=O,9,-6.6015,-0.9796,5.6219,4.4519,75.33,33.802
QM9_00381,Nc1ccncc(=O)c1,9,-6.1171,-2.1497,3.9674,5.8262,82.27,29.361
QM9_00382,COC(=N)OCCCO,9,-6.9661,1.6681,8.6342,2.4393,74.26,36.645
QM9_00383,CC1=CCNC=CC1=O,9,-5.8314,-1.1483,4.6831,5.3754,83.3,32.0
QM9_00384,CC(CO)CC=O,7,-6.8001,-0.5551,6.245,3.2548,61.44,29.951
QM9_00385,OCCCc1ccco1,9,-5.7933,0.6231,6.4137,1.5804,79.03,32.666
QM9_00386,CC1OC1(C)COC=O,9,-7.3525,0.2531,7.6029,5.2004,73.49,35.281
QM9_00387,CCC1CC2(O)CCC12,9,-6.596,2.1062,8.7022,1.1867,85.48,36.544
QM9_00388,CC1CC2(O1)C(C)C2C,9,-5.8695,2.1225,7.992,1.5101,86.8,37.839
QM9_00389,N=C1OCC2(CO)OC12,9,-7.2763,0.0027,7.2818,2.1275,66.58,29.665
QM9_00390,OC1C=C2C(C1)C1OC21,9,-6.6668,-0.1878,6.479,1.8212,74.18,28.789
QM9_00391,CC12C3C4N1C4(C)C32,8,-5.6436,2.0409,7.6845,1.6868,71.66,28.107
QM9_00392,COC1CNC1CC#N,9,-6.4382,1.1048,7.543,5.4684,77.24,33.383
QM9_00393,C1OCC2C3CC(O1)C23,9,-6.7076,2.0681,8.7784,2.0725,73.37,28.044
QM9_00394,CCCC1CC2(O)CC12,9,-6.6722,2.2477,8.9172,1.1003,86.27,37.17
QM9_00395,C1=CC2CC1OCCO2,9,-6.479,0.0054,6.4845,0.6883,74.73,28.649
QM9_00396,CC12C3OC4=NC3C1N42,9,-5.9158,-1.9347,3.981,4.3329,67.4,27.112
QM9_00397,CC12CC3C1N3C2CO,9,-6.5906,1.9293,8.5226,2.868,77.76,32.587
QM9_00398,CCC12C3CN1CC32C,9,-5.8831,2.4055,8.2859,1.6999,86.24,34.346
QM9_00399,COc1ccc(C)o1,8,-5.0232,1.0721,6.0954,1.2523,69.17,28.692
QM9_00400,OC1C=CC=CC=CC1,9,-5.9729,-1.1021,4.8708,1.3388,88.69,31.9
QM9_00401,CC1C2CC3OC3CC12,9,-6.9226,2.0109,8.9335,1.838,80.8,31.717
QM9_00402,CC1=CC(CC=O)CC1,9,-6.3892,-0.5061,5.8831,2.9954,86.93,34.556
QM9_00403,CC12C=CNC(=O)C1O2,9,-6.1933,-0.5687,5.6246,3.6219,71.74,29.672
QM9_00404,OCC1OCC=CC1O,9,-6.7294,0.0517,6.7811,2.9933,72.71,33.086
QM9_00405,N#Cc1coc(=N)cn1,9,-7.0423,-2.6504,4.3892,3.801,74.44,25.785
QM9_00406,O=C1OCOC2C(O)C12,9,-7.094,-0.2503,6.8437,4.3506,61.0,27.812
QM9_00407,CC1CC1C(C)OC=O,9,-7.3716,0.332,7.7008,4.1672,80.47,36.53
QM9_00408,C1=Cc2nnoc2NC1,9,-5.6409,-1.5755,4.0654,4.4888,80.16,28.082
QM9_00409,CC1CC2CC(C=O)C12,9,-6.5525,-0.6476,5.9076,2.7683,82.16,33.093
QM9_00410,C1=CCC2COC2C=C1,9,-6.1579,-0.8436,5.3117,1.8152,82.19,29.236
QM9_00411,CCNc1cn[nH]c1N,9,-5.4341,1.083,6.5144,2.5384,79.01,34.061
QM9_00412,CC1=CCc2n[nH]cc21,9,-5.5185,0.1279,5.6464,1.9682,81.88,28.954
QM9_00413,CCC1OCC2(C)NC12,9,-6.3403,2.0436,8.3838,2.8332,83.01,35.088
QM9_00414,c1nc2n(n1)C1CC2C1,9,-6.4409,0.3701,6.811,3.9917,72.99,24.095
QM9_00415,C1C2C1C1OC2C12CO2,9,-6.9253,2.1007,9.026,0.123,70.46,27.25
QM9_00416,O=CC1CC2OCC12O,9,-6.7648,-0.9197,5.845,2.1048,68.05,30.934
QM9_00417,Nc1cn2c(n1)CC=C2,9,-4.811,-0.1905,4.6205,2.5108,79.35,28.556
QM9_00418,N=C1CC2(CC2C=O)O1,9,-6.9634,-0.9197,6.0464,2.7349,73.64,30.168
QM9_00419,CN1C2CC(CC=O)C21,9,-6.4301,-0.6095,5.8205,1.981,80.21,33.151
QM9_00420,CNC1(CC#N)CC1O,9,-6.5117,0.732,7.2437,1.8247,75.77,35.364
QM9_00421,CC1(C)OC(=N)C12CC2,9,-6.8355,0.8191,7.6546,2.959,80.84,35.148
QM9_00422,CC(O)C(=O)OCC=O,9,-7.3335,-1.0939,6.2396,2.6629,66.16,34.37
QM9_00423,CCC(C)n1cnnn1,9,-7.5457,-0.2367,7.309,6.1807,76.33,32.078
QM9_00424,N=C1NC2CC1OC2=O,9,-6.7566,-0.2503,6.5062,3.6118,66.34,26.115
QM9_00425,CCC1(C2CCO2)CN1,9,-6.5171,1.981,8.4954,1.5744,81.86,34.811
QM9_00426,N#CC1C2NC3C2C13N,9,-6.0491,0.781,6.8301,6.6072,72.45,29.549
QM9_00427,CCC(C#N)C1(C)CC1,9,-7.7743,0.9497,8.7267,3.8798,86.08,37.756
QM9_00428,O=C1CC23CC(C2)C3N1,9,-6.6505,0.7238,7.3743,3.3496,76.71,27.899
QM9_00429,CC1=CCCOCOC1,9,-6.528,0.2612,6.7892,2.0154,81.03,33.427
QM9_00430,N#CC(O)c1cc[nH]n1,9,-7.3661,-0.1986,7.1675,6.1086,67.04,28.475
QM9_00431,CC1=C(C)C(C#N)NC1,9,-6.3729,0.1714,6.5443,3.5332,83.12,34.106
QM9_00432,CC(O)C1(O)CCC1O,9,-6.7457,1.4422,8.1906,3.4384,73.73,37.527
QM9_00433,COC(=N)NC(C)=O,8,-6.9199,-0.1469,6.7729,4.0249,64.07,30.88
QM9_00434,c1cc2n(n1)C1CN2C1,9,-6.2015,0.5361,6.7375,2.3777,74.1,24.486
QM9_00435,CC#CC12CC1C1OC12,9,-5.8069,0.8816,6.6858,1.9229,83.6,31.331
QM9_00436,N#CC1=CC2NC2C1N,9,-6.596,-1.4204,5.1756,4.7509,76.95,29.438
QM9_00437,N#CC1C2C(O)CCN12,9,-6.8926,0.3619,7.2573,3.8025,71.57,30.147
QM9_00438,CC12CC3OC(C)(C1)C32,9,-6.3457,2.1796,8.5253,1.6637,82.17,33.075
QM9_00439,CC#CC12C3C4C1N4C32,9,-5.5892,0.7755,6.362,2.0813,84.32,28.943
QM9_00440,CC12CC1n1nccc12,9,-6.294,0.0871,6.3783,3.1255,78.82,28.079
QM9_00441,Nc1c(O)[nH]ccc1=O,9,-5.796,-0.2367,5.5593,4.2721,70.93,29.937
QM9_00442,CC12C(CO)C3CC1C32,9,-6.5008,1.7497,8.2505,1.7337,81.53,33.559
QM9_00443,CCC1(C#N)CCCN1,9,-6.7511,0.9306,7.6818,4.5803,81.76,34.732
QM9_00444,O=C1OC2C1C21CCO1,9,-6.8981,-0.0435,6.8518,3.5704,65.99,27.146
QM9_00445,CC1CCC2(O)CC2C1,9,-6.6668,2.1905,8.8573,1.2172,85.13,35.942
QM9_00446,CC(C)OC(C)(C)C#N,9,-7.2546,0.7755,8.0301,4.773,83.27,40.637
QM9_00447,OCC1C2CC2C2CN12,9,-6.2232,2.03,8.2532,2.6466,76.81,31.369
QM9_00448,C1C2CC2C1CN1CC1,9,-6.2287,2.4354,8.6641,1.0626,86.77,32.787
QM9_00449,CC1C(=O)C2OC12C#N,9,-7.3199,-1.6436,5.6763,1.4433,68.19,29.269
QM9_00450,CCC1(C#N)CC1O,8,-7.5865,0.849,8.4355,4.5395,69.27,31.708
QM9_00451,O=C1OC23CNC2C1C3,9,-6.6341,0.0925,6.7267,3.6805,69.14,26.632
QM9_00452,CC(C)(O)CC1CCC1,9,-6.9443,1.7143,8.6587,1.2241,89.22,40.324
QM9_00453,C1C2C1C1C2CC12CO2,9,-6.4464,1.8096,8.2587,1.7642,78.14,29.354
QM9_00454,ON=C1C2CC(O)C1O2,9,-6.7675,0.1823,6.9525,2.1777,68.2,30.286
QM9_00455,Cc1ncc(F)c(=N)[nH]1,9,-5.8777,-1.0041,4.8736,2.2725,73.88,29.13
QM9_00456,CC12CC(O)C3C(C1)C32,9,-6.7566,2.1089,8.8655,1.3608,81.13,32.658
QM9_00457,CC1(CO)CC(C#N)C1,9,-7.4668,0.8708,8.3376,3.2848,79.37,35.498
QM9_00458,CCn1ccc(O)c1N,9,-4.7892,1.4422,6.2314,0.4633,79.3,35.69
QM9_00459,C1CCC2=C(C1)CCC2,9,-5.8015,1.0694,6.8709,0.1856,91.87,32.385
QM9_00460,CC1(O)CCCC1=NO,9,-6.7539,0.068,6.8192,1.3838,77.73,36.0
QM9_00461,CC(C)C1CCC(=N)O1,9,-6.8437,0.8599,7.7035,3.213,82.86,35.463
QM9_00462,N#CC(O)C1C=CCO1,9,-7.143,-0.2177,6.9253,5.2845,70.52,30.153
QM9_00463,C#CCC(=O)COC=N,9,-6.9008,-0.9633,5.9375,4.3902,74.39,33.717
QM9_00464,OCC1CC2(CO2)C1,8,-6.9988,1.9919,8.9906,1.9276,68.68,30.024
QM9_00465,Cc1c(F)cn[nH]c1=N,9,-5.8641,-1.3987,4.4654,1.254,73.64,29.409
QM9_00466,C1C2C3OC4CN2C1C43,9,-5.8042,2.4028,8.207,1.6667,72.76,24.5
QM9_00467,CC(=O)CC(C)(O)C#N,9,-7.4423,-1.1347,6.3076,5.1652,72.43,36.152
QM9_00468,C1CC2(C3CC3)CC1O2,9,-6.5607,2.3102,8.8709,1.5033,81.6,31.196
QM9_00469,CC(C)(C=O)NCC#N,9,-6.9824,-1.015,5.9675,3.4725,77.19,36.806
QM9_00470,C1=CC2C3C4CC(C14)C23,9,-6.06,0.615,6.675,0.4706,82.1,26.133
QM9_00471,CC1C2C3N1C2C31CN1,9,-6.1362,2.1769,8.3131,2.668,81.32,30.182
QM9_00472,N#CC1=C(C=O)COC1,9,-7.3906,-2.9552,4.4355,1.8959,74.51,28.2
QM9_00473,N#CC1OC2CC(O)C12,9,-7.475,-0.3129,7.1648,3.9066,67.65,29.208
QM9_00474,CC1(O)CC1C1CO1,8,-6.7756,2.1497,8.9253,0.8038,68.24,31.408
QM9_00475,N#CCN1CC(O)C1=N,9,-6.9117,-0.0435,6.8682,3.7629,71.34,31.667
QM9_00476,CCC1=CC(C)OCC1,9,-6.3375,0.6748,7.0124,1.2867,89.64,36.286
QM9_00477,CC1CC2(CO2)C12CO2,9,-6.8437,1.4613,8.3076,1.7268,75.76,32.541
QM9_00478,CC12CC(O)C1C(=O)O2,9,-7.4396,-0.0735,7.3661,3.9097,67.8,31.388
QM9_00479,Cc1nccc(F)c1C,9,-6.8192,-0.332,6.4872,1.0592,78.3,30.99
QM9_00480,CC1NC1C(=O)C(=N)N,9,-6.5906,-1.4966,5.0967,2.0141,76.7,34.52
QM9_00481,N#CC1CCC1=O,7,-7.3498,-1.3007,6.0491,5.1134,55.77,22.635
QM9_00482,CC1CC2C3C4C1C4N23,9,-5.7933,1.8994,7.6899,1.6859,80.03,29.408
QM9_00483,O=C1C2CC(O2)C2CN12,9,-6.4083,-0.3973,6.011,4.0614,67.4,26.191
QM9_00484,COC(CC#N)C(C)C,9,-7.0777,0.9306,8.0083,3.7422,83.17,39.153
QM9_00485,C1CC12COCC21CO1,9,-6.9144,1.9266,8.841,1.4926,74.49,30.793
QM9_00486,C#CC12C=CCN1C2,8,-6.1498,0.0844,6.2341,1.6593,73.11,26.813
QM9_00487,CC(CN1CC1)NC=O,9,-6.5688,0.917,7.4886,4.35,81.58,35.452
QM9_00488,C1N=C2OC3COC1C23,9,-6.626,-0.1442,6.4818,3.8536,67.42,25.08
QM9_00489,CC12C(=O)CC3CC1N32,9,-6.6042,-0.5578,6.0491,2.351,75.34,29.593
QM9_00490,C#CC(N)c1conn1,9,-7.0341,-1.2436,5.7879,2.6408,68.13,29.795
QM9_00491,C1C2C3C4C(C5C3N45)N12,9,-6.3158,1.9728,8.2886,1.565,72.05,24.232
QM9_00492,CN=C(OC=O)C(N)=O,9,-6.9199,-1.6762,5.2436,1.5626,66.9,33.209
QM9_00493,CCn1c(O)coc1=N,9,-4.9253,1.1783,6.1035,3.8539,71.53,32.945
QM9_00494,O=C1CCC(O)C12CN2,9,-6.3103,-0.5796,5.7307,4.8441,72.61,31.754
QM9_00495,CC1C=C2COC2C1O,9,-6.4028,0.1714,6.5743,2.5032,77.85,32.133
QM9_00496,CC1COC(C#N)C1=O,9,-7.3144,-1.4585,5.8532,4.491,68.84,30.518
QM9_00497,Cc1occc1CC#N,9,-6.1443,0.1415,6.2886,3.5513,75.2,30.376
QM9_00498,CN1C=CC(=O)OCC1,9,-5.7824,-0.4653,5.3198,6.8114,79.46,30.944
QM9_00499,O=CC1CCOC1=O,8,-7.2763,-1.0504,6.2232,3.5785,57.81,25.07
QM9_00500,OCC1OC2COCC12,9,-6.8246,1.7932,8.6151,2.9373,70.35,30.189
QM9_00501,Nc1nn2ccnc2[nH]1,9,-5.4967,0.7021,6.1988,4.2151,69.92,26.79
QM9_00502,O=C1C(=O)N2C3CC1C32,9,-6.5362,-2.2368,4.2994,5.2364,65.25,25.352
QM9_00503,CC12NC1CC2CC#N,9,-6.4926,1.1592,7.6518,5.4696,80.26,32.782
QM9_00504,COc1c(N)noc1C,9,-6.2559,0.2503,6.5062,2.9276,72.31,33.177
QM9_00505,CCC1(O)C2CC(O)C21,9,-6.5389,1.7334,8.2695,2.3104,78.41,36.587
QM9_00506,CC1N=C2NC3(C)C2C13,9,-5.9702,-1.2898,4.6804,3.6587,82.21,32.065
QM9_00507,N#CC(N)C1C(O)C1O,9,-7.0178,0.4789,7.4967,1.7517,68.53,34.22
QM9_00508,CCC(=O)NC(C)=NC,9,-6.4872,-0.1714,6.3158,1.1795,86.41,38.405
QM9_00509,CCCC12CC1C(=O)N2,9,-6.6042,0.3265,6.9307,4.0564,80.67,33.776
QM9_00510,CNC1=NCC(C#N)N1,9,-6.1743,0.3674,6.5416,4.0868,75.36,31.491
QM9_00511,C#CC1NC1C(C)(C)O,9,-6.5416,0.8408,7.3824,2.7402,81.69,38.002
QM9_00512,Oc1c[nH]c(C2CO2)c1,9,-5.0858,0.7728,5.8559,1.6626,73.74,30.432
QM9_00513,C#CC#CC(CC)=NO,9,-6.2967,-1.5075,4.7865,0.8586,98.1,35.445
QM9_00514,O=CC(O)C1(O)CCC1,9,-7.0777,-0.9687,6.109,2.5126,71.3,34.758
QM9_00515,C1=CC23CCC2CC1C3,9,-6.0817,0.6095,6.6913,0.2758,85.89,29.322
QM9_00516,CCC12CN3C(C)C1C32,9,-5.9402,2.2341,8.177,1.7473,85.99,34.064
QM9_00517,N#CC12COC1CC2O,9,-7.4478,0.1361,7.5838,3.3503,69.32,29.525
